id,node_id,timestamp,mode,collection_label,trial_state,inference_class,event_marker,cigarette_detected,inference_score,model_version,voc_raw,co_raw,voc_mv,co_mv,pm1_0,pm2_5,pm10,temperature,humidity,pms_valid,classification,received_at
7458,node_01,1780478078,data_collection,cooking_fume,exposure,,false,false,,rule_fallback_v0,2909,4095,2501,3139,26,41,49,25.1,78.7,true,unclassified,1780478077807
7459,node_01,1780478079,data_collection,cooking_fume,exposure,,false,false,,rule_fallback_v0,2906,4095,2500,3139,26,41,49,25.1,78.7,true,unclassified,1780478078841
7460,node_01,1780478080,data_collection,cooking_fume,exposure,,false,false,,rule_fallback_v0,2908,4095,2495,3139,26,41,49,25.1,78.7,true,unclassified,1780478079890
7461,node_01,1780478081,data_collection,cooking_fume,exposure,,false,false,,rule_fallback_v0,2910,4095,2495,3139,26,41,49,25.1,78.5,true,unclassified,1780478080936
7462,node_01,1780478082,data_collection,cooking_fume,exposure,,false,false,,rule_fallback_v0,2910,4095,2495,3139,26,41,48,25.1,78.5,true,unclassified,1780478081979
7463,node_01,1780478083,data_collection,cooking_fume,exposure,,false,false,,rule_fallback_v0,2906,4095,2495,3139,25,40,47,25.1,78.5,true,unclassified,1780478083028
7464,node_01,1780478084,data_collection,cooking_fume,exposure,,false,false,,rule_fallback_v0,2907,4095,2494,3139,25,40,47,25.2,78.1,true,unclassified,1780478084073
7465,node_01,1780478085,data_collection,cooking_fume,exposure,,false,false,,rule_fallback_v0,2903,4095,2493,3139,25,40,46,25.2,78.1,true,unclassified,1780478085115
7466,node_01,1780478086,data_collection,cooking_fume,exposure,,false,false,,rule_fallback_v0,2908,4095,2494,3139,26,41,47,25.2,78.1,true,unclassified,1780478086166
7467,node_01,1780478087,data_collection,cooking_fume,exposure,,false,false,,rule_fallback_v0,2906,4095,2495,3139,26,41,47,25.2,77.9,true,unclassified,1780478087211
7468,node_01,1780478088,data_collection,cooking_fume,exposure,,false,false,,rule_fallback_v0,2908,4095,2495,3139,25,40,46,25.2,77.9,true,unclassified,1780478088259
7469,node_01,1780478089,data_collection,cooking_fume,exposure,,false,false,,rule_fallback_v0,2905,4095,2496,3139,25,40,46,25.2,77.9,true,unclassified,1780478089300
7470,node_01,1780478090,data_collection,cooking_fume,exposure,,false,false,,rule_fallback_v0,2903,4095,2495,3139,25,40,46,25.2,77.4,true,unclassified,1780478090352
7471,node_01,1780478091,data_collection,cooking_fume,exposure,,false,false,,rule_fallback_v0,2918,4095,2496,3139,25,40,46,25.2,77.4,true,unclassified,1780478091395
7472,node_01,1780478092,data_collection,cooking_fume,exposure,,false,false,,rule_fallback_v0,2907,4095,2495,3139,25,39,46,25.2,77.4,true,unclassified,1780478092458
7473,node_01,1780478093,data_collection,cooking_fume,exposure,,false,false,,rule_fallback_v0,2918,4095,2495,3139,25,39,46,25.2,77,true,unclassified,1780478093488
7474,node_01,1780478094,data_collection,cooking_fume,exposure,,false,false,,rule_fallback_v0,2906,4095,2495,3139,25,39,46,25.2,77,true,unclassified,1780478094537
7475,node_01,1780478096,data_collection,cooking_fume,exposure,,false,false,,rule_fallback_v0,2915,4095,2494,3139,25,39,46,25.2,77,true,unclassified,1780478095579
7476,node_01,1780478097,data_collection,cooking_fume,exposure,,false,false,,rule_fallback_v0,2909,4095,2494,3139,25,39,46,25.3,76.7,true,unclassified,1780478096628
7477,node_01,1780478098,data_collection,cooking_fume,exposure,,false,false,,rule_fallback_v0,2911,4095,2497,3139,25,39,45,25.3,76.7,true,unclassified,1780478097671
7478,node_01,1780478099,data_collection,cooking_fume,exposure,,false,false,,rule_fallback_v0,2908,4095,2493,3139,25,39,45,25.3,76.7,true,unclassified,1780478098717
7479,node_01,1780478100,data_collection,cooking_fume,exposure,,false,false,,rule_fallback_v0,2914,4095,2498,3139,25,39,45,25.3,76.6,true,unclassified,1780478099788
7480,node_01,1780478101,data_collection,cooking_fume,exposure,,false,false,,rule_fallback_v0,2905,4095,2493,3139,26,40,46,25.3,76.6,true,unclassified,1780478100822
7481,node_01,1780478102,data_collection,cooking_fume,exposure,,false,false,,rule_fallback_v0,2913,4095,2495,3139,26,40,46,25.3,76.6,true,unclassified,1780478101856
7482,node_01,1780478103,data_collection,cooking_fume,exposure,,false,false,,rule_fallback_v0,2905,4095,2495,3139,26,40,46,25.3,76.5,true,unclassified,1780478102908
7483,node_01,1780478104,data_collection,cooking_fume,exposure,,false,false,,rule_fallback_v0,2917,4095,2493,3139,26,40,47,25.3,76.5,true,unclassified,1780478103949
7484,node_01,1780478105,data_collection,cooking_fume,exposure,,false,false,,rule_fallback_v0,2911,4095,2497,3139,26,40,47,25.3,76.5,true,unclassified,1780478104999
7485,node_01,1780478106,data_collection,cooking_fume,exposure,,false,false,,rule_fallback_v0,2914,4095,2494,3139,26,40,47,25.3,76.6,true,unclassified,1780478106053
7486,node_01,1780478107,data_collection,cooking_fume,exposure,,false,false,,rule_fallback_v0,2907,4095,2493,3139,26,41,47,25.3,76.6,true,unclassified,1780478107092
7487,node_01,1780478108,data_collection,cooking_fume,exposure,,false,false,,rule_fallback_v0,2915,4095,2495,3139,26,41,47,25.3,76.6,true,unclassified,1780478108133
7488,node_01,1780478109,data_collection,cooking_fume,exposure,,false,false,,rule_fallback_v0,2905,4095,2495,3139,26,41,47,25.4,76.5,true,unclassified,1780478109188
7489,node_01,1780478110,data_collection,cooking_fume,exposure,,false,false,,rule_fallback_v0,2921,4095,2495,3139,26,41,48,25.4,76.5,true,unclassified,1780478110227
7490,node_01,1780478111,data_collection,cooking_fume,exposure,,false,false,,rule_fallback_v0,2906,4095,2494,3139,26,41,48,25.4,76.5,true,unclassified,1780478111271
7491,node_01,1780478112,data_collection,cooking_fume,exposure,,false,false,,rule_fallback_v0,2912,4095,2495,3139,26,41,48,25.4,76.2,true,unclassified,1780478112317
7492,node_01,1780478113,data_collection,cooking_fume,exposure,,false,false,,rule_fallback_v0,2909,4095,2496,3139,26,41,48,25.4,76.2,true,unclassified,1780478113369
