received_at_iso,segment_id,node_id,timestamp,mode,collection_label,inference_class,cigarette_detected,inference_score,model_version,voc_raw,co_raw,voc_mv,co_mv,pm1_0,pm2_5,pm10,temperature,humidity,pms_valid,button_mode_data_collection,button_cooking_fume,button_vehicle_exhaust,button_cigarette_smoke,button_led_cigarette,raw_json
2026-05-28T19:56:25.1762930+08:00,20260528_195625,node_01,1779969384,data_collection,normal_air,,false,,rule_fallback_v0,2643,3596,2285,2919,42,77,82,22.7,62.9,true,true,false,false,false,false,"{""node_id"":""node_01"",""timestamp"":1779969384,""mode"":""data_collection"",""collection_label"":""normal_air"",""model_version"":""rule_fallback_v0"",""inference_class"":null,""cigarette_detected"":false,""inference_score"":null,""voc_raw"":2643,""co_raw"":3596,""voc_mv"":2285,""co_mv"":2919,""pm1_0"":42,""pm2_5"":77,""pm10"":82,""temperature"":22.7,""humidity"":62.9,""pms_valid"":true,""buttons"":{""mode_data_collection"":true,""cooking_fume"":false,""vehicle_exhaust"":false,""cigarette_smoke"":false,""led_cigarette"":false}}"
2026-05-28T19:56:30.1202517+08:00,20260528_195625,node_01,1779969389,data_collection,normal_air,,false,,rule_fallback_v0,2644,3595,2284,2915,40,74,79,22.8,61.8,true,true,false,false,false,false,"{""node_id"":""node_01"",""timestamp"":1779969389,""mode"":""data_collection"",""collection_label"":""normal_air"",""model_version"":""rule_fallback_v0"",""inference_class"":null,""cigarette_detected"":false,""inference_score"":null,""voc_raw"":2644,""co_raw"":3595,""voc_mv"":2284,""co_mv"":2915,""pm1_0"":40,""pm2_5"":74,""pm10"":79,""temperature"":22.8,""humidity"":61.8,""pms_valid"":true,""buttons"":{""mode_data_collection"":true,""cooking_fume"":false,""vehicle_exhaust"":false,""cigarette_smoke"":false,""led_cigarette"":false}}"
2026-05-28T19:56:35.0131581+08:00,20260528_195625,node_01,1779969394,data_collection,normal_air,,false,,rule_fallback_v0,2666,3649,2303,2943,39,69,77,22.8,61.4,true,true,false,false,false,false,"{""node_id"":""node_01"",""timestamp"":1779969394,""mode"":""data_collection"",""collection_label"":""normal_air"",""model_version"":""rule_fallback_v0"",""inference_class"":null,""cigarette_detected"":false,""inference_score"":null,""voc_raw"":2666,""co_raw"":3649,""voc_mv"":2303,""co_mv"":2943,""pm1_0"":39,""pm2_5"":69,""pm10"":77,""temperature"":22.8,""humidity"":61.4,""pms_valid"":true,""buttons"":{""mode_data_collection"":true,""cooking_fume"":false,""vehicle_exhaust"":false,""cigarette_smoke"":false,""led_cigarette"":false}}"
2026-05-28T19:56:40.0232517+08:00,20260528_195625,node_01,1779969399,data_collection,normal_air,,false,,rule_fallback_v0,2664,3657,2302,2941,37,67,75,22.8,61,true,true,false,false,false,false,"{""node_id"":""node_01"",""timestamp"":1779969399,""mode"":""data_collection"",""collection_label"":""normal_air"",""model_version"":""rule_fallback_v0"",""inference_class"":null,""cigarette_detected"":false,""inference_score"":null,""voc_raw"":2664,""co_raw"":3657,""voc_mv"":2302,""co_mv"":2941,""pm1_0"":37,""pm2_5"":67,""pm10"":75,""temperature"":22.8,""humidity"":61,""pms_valid"":true,""buttons"":{""mode_data_collection"":true,""cooking_fume"":false,""vehicle_exhaust"":false,""cigarette_smoke"":false,""led_cigarette"":false}}"
2026-05-28T19:56:45.0283476+08:00,20260528_195625,node_01,1779969404,data_collection,normal_air,,false,,rule_fallback_v0,2641,3605,2286,2942,36,66,75,22.8,60.9,true,true,false,false,false,false,"{""node_id"":""node_01"",""timestamp"":1779969404,""mode"":""data_collection"",""collection_label"":""normal_air"",""model_version"":""rule_fallback_v0"",""inference_class"":null,""cigarette_detected"":false,""inference_score"":null,""voc_raw"":2641,""co_raw"":3605,""voc_mv"":2286,""co_mv"":2942,""pm1_0"":36,""pm2_5"":66,""pm10"":75,""temperature"":22.8,""humidity"":60.9,""pms_valid"":true,""buttons"":{""mode_data_collection"":true,""cooking_fume"":false,""vehicle_exhaust"":false,""cigarette_smoke"":false,""led_cigarette"":false}}"
2026-05-28T19:56:50.0853039+08:00,20260528_195625,node_01,1779969409,data_collection,normal_air,,false,,rule_fallback_v0,2641,3599,2283,2919,36,66,75,22.8,60.7,true,true,false,false,false,false,"{""node_id"":""node_01"",""timestamp"":1779969409,""mode"":""data_collection"",""collection_label"":""normal_air"",""model_version"":""rule_fallback_v0"",""inference_class"":null,""cigarette_detected"":false,""inference_score"":null,""voc_raw"":2641,""co_raw"":3599,""voc_mv"":2283,""co_mv"":2919,""pm1_0"":36,""pm2_5"":66,""pm10"":75,""temperature"":22.8,""humidity"":60.7,""pms_valid"":true,""buttons"":{""mode_data_collection"":true,""cooking_fume"":false,""vehicle_exhaust"":false,""cigarette_smoke"":false,""led_cigarette"":false}}"
